                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                 1.1819,                0.76755,                 1.1806,                0.84158,                0.64967,                0.75566,                0.47808,                 1.1682,                 0.7083,                 1.1663,               0.001288,               0.001288,               0.001288
                    311,                 1.1804,                0.76598,                 1.1804,                0.84177,                0.64974,                0.75585,                0.47823,                  1.168,                0.70815,                  1.166,              0.0012597,              0.0012597,              0.0012597
                    312,                 1.1824,                0.76787,                 1.1793,                0.84181,                0.64993,                0.75595,                 0.4783,                 1.1679,                0.70802,                 1.1659,              0.0012314,              0.0012314,              0.0012314
                    313,                 1.1791,                0.76698,                 1.1788,                0.84158,                0.65009,                0.75597,                0.47839,                 1.1679,                0.70793,                 1.1658,              0.0012031,              0.0012031,              0.0012031
                    314,                 1.1812,                 0.7659,                 1.1806,                0.84117,                0.65028,                0.75603,                0.47838,                 1.1679,                0.70783,                 1.1657,              0.0011749,              0.0011749,              0.0011749
                    315,                 1.1779,                0.76325,                 1.1793,                0.84097,                 0.6507,                0.75613,                0.47844,                 1.1679,                0.70768,                 1.1656,              0.0011466,              0.0011466,              0.0011466
                    316,                  1.176,                 0.7623,                 1.1773,                0.84112,                0.65079,                0.75618,                0.47853,                 1.1678,                0.70755,                 1.1655,              0.0011183,              0.0011183,              0.0011183
                    317,                 1.1752,                0.76293,                 1.1794,                0.84122,                0.65061,                0.75609,                0.47854,                 1.1678,                 0.7074,                 1.1652,                0.00109,                0.00109,                0.00109
                    318,                 1.1796,                0.76489,                 1.1784,                0.84103,                0.65085,                0.75617,                0.47861,                 1.1677,                 0.7073,                 1.1651,              0.0010617,              0.0010617,              0.0010617
                    319,                 1.1822,                0.76537,                 1.1787,                0.84071,                0.65095,                0.75622,                0.47857,                 1.1677,                0.70725,                 1.1649,              0.0010334,              0.0010334,              0.0010334
                    320,                 1.1774,                0.76394,                 1.1781,                0.84068,                0.65112,                0.75629,                0.47857,                 1.1678,                0.70709,                 1.1648,              0.0010051,              0.0010051,              0.0010051
                    321,                 1.1773,                0.76271,                 1.1782,                 0.8417,                0.65048,                0.75628,                0.47858,                 1.1679,                0.70707,                 1.1648,             0.00097686,             0.00097686,             0.00097686
                    322,                 1.1759,                0.76164,                 1.1756,                0.84127,                0.65078,                0.75637,                0.47849,                 1.1679,                0.70705,                 1.1646,             0.00094857,             0.00094857,             0.00094857
                    323,                  1.177,                0.76168,                 1.1751,                0.84186,                 0.6505,                0.75653,                0.47857,                 1.1678,                0.70691,                 1.1645,             0.00092029,             0.00092029,             0.00092029
                    324,                 1.1732,                0.76101,                 1.1746,                0.84179,                0.65067,                0.75663,                0.47865,                 1.1679,                 0.7068,                 1.1644,               0.000892,               0.000892,               0.000892
                    325,                 1.1754,                0.76027,                 1.1748,                0.84208,                0.65048,                0.75656,                0.47861,                 1.1679,                0.70666,                 1.1643,             0.00086371,             0.00086371,             0.00086371
                    326,                 1.1712,                0.75926,                 1.1744,                0.84194,                0.65073,                0.75668,                0.47867,                 1.1678,                0.70658,                 1.1642,             0.00083543,             0.00083543,             0.00083543
                    327,                 1.1738,                0.75836,                 1.1743,                 0.8415,                0.65112,                0.75674,                0.47866,                 1.1678,                 0.7065,                  1.164,             0.00080714,             0.00080714,             0.00080714
                    328,                 1.1749,                0.76158,                 1.1762,                0.84228,                 0.6507,                0.75671,                0.47872,                 1.1677,                0.70633,                 1.1639,             0.00077886,             0.00077886,             0.00077886
                    329,                  1.175,                0.76042,                 1.1742,                0.84195,                0.65104,                0.75675,                0.47873,                 1.1677,                0.70625,                 1.1638,             0.00075057,             0.00075057,             0.00075057
                    330,                 1.1743,                0.75859,                 1.1734,                 0.8414,                0.65123,                0.75673,                0.47872,                 1.1676,                0.70615,                 1.1637,             0.00072229,             0.00072229,             0.00072229
                    331,                 1.1634,                  0.718,                  1.162,                 0.8415,                0.65134,                0.75681,                0.47878,                 1.1675,                0.70605,                 1.1635,               0.000694,               0.000694,               0.000694
                    332,                 1.1595,                0.71479,                 1.1587,                0.84161,                0.65136,                0.75689,                0.47885,                 1.1675,                0.70589,                 1.1633,             0.00066571,             0.00066571,             0.00066571
                    333,                 1.1557,                0.71254,                 1.1582,                0.84177,                0.65124,                0.75691,                0.47887,                 1.1673,                0.70581,                 1.1631,             0.00063743,             0.00063743,             0.00063743
                    334,                  1.156,                0.71233,                 1.1565,                0.84218,                0.65129,                  0.757,                0.47901,                 1.1672,                0.70573,                  1.163,             0.00060914,             0.00060914,             0.00060914
                    335,                  1.155,                0.71044,                 1.1565,                0.84214,                0.65135,                0.75705,                0.47904,                  1.167,                0.70562,                 1.1628,             0.00058086,             0.00058086,             0.00058086
                    336,                 1.1542,                0.70889,                 1.1558,                0.84212,                0.65139,                0.75708,                0.47907,                 1.1669,                0.70551,                 1.1627,             0.00055257,             0.00055257,             0.00055257
                    337,                 1.1538,                0.70883,                 1.1556,                0.84209,                0.65152,                0.75711,                0.47917,                 1.1668,                 0.7054,                 1.1626,             0.00052429,             0.00052429,             0.00052429
                    338,                 1.1523,                0.70848,                  1.155,                0.84199,                0.65186,                0.75728,                0.47922,                 1.1667,                0.70534,                 1.1624,               0.000496,               0.000496,               0.000496
                    339,                  1.151,                0.70758,                  1.154,                0.84189,                0.65196,                0.75721,                0.47934,                 1.1666,                0.70514,                 1.1624,             0.00046771,             0.00046771,             0.00046771
                    340,                   1.15,                 0.7062,                  1.154,                0.84162,                0.65211,                0.75729,                0.47945,                 1.1666,                0.70498,                 1.1623,             0.00043943,             0.00043943,             0.00043943
                    341,                 1.1513,                0.70609,                 1.1528,                0.84173,                0.65208,                0.75723,                0.47953,                 1.1665,                0.70481,                 1.1621,             0.00041114,             0.00041114,             0.00041114
                    342,                 1.1493,                0.70518,                 1.1534,                0.84208,                0.65177,                0.75727,                0.47958,                 1.1664,                0.70479,                  1.162,             0.00038286,             0.00038286,             0.00038286
                    343,                 1.1495,                0.70561,                 1.1525,                0.84209,                0.65186,                0.75727,                0.47966,                 1.1663,                0.70462,                 1.1619,             0.00035457,             0.00035457,             0.00035457
                    344,                 1.1488,                0.70455,                 1.1516,                0.84189,                0.65202,                0.75736,                0.47973,                 1.1663,                0.70445,                 1.1619,             0.00032629,             0.00032629,             0.00032629
                    345,                 1.1467,                0.70219,                 1.1507,                0.84282,                0.65151,                0.75741,                0.47976,                 1.1663,                0.70426,                 1.1618,               0.000298,               0.000298,               0.000298
                    346,                 1.1485,                0.70449,                 1.1523,                0.84261,                0.65166,                 0.7574,                0.47979,                 1.1662,                0.70415,                 1.1617,             0.00026971,             0.00026971,             0.00026971
                    347,                 1.1462,                0.70333,                 1.1503,                 0.8424,                0.65199,                 0.7575,                0.47987,                 1.1662,                0.70402,                 1.1616,             0.00024143,             0.00024143,             0.00024143
                    348,                 1.1456,                0.70252,                 1.1508,                0.84285,                0.65196,                0.75757,                0.47992,                 1.1661,                0.70393,                 1.1615,             0.00021314,             0.00021314,             0.00021314
                    349,                 1.1451,                  0.701,                 1.1495,                 0.8421,                0.65241,                0.75759,                0.47991,                 1.1661,                0.70376,                 1.1614,             0.00018486,             0.00018486,             0.00018486
                    350,                 1.1449,                0.70164,                 1.1493,                0.84158,                0.65269,                0.75755,                0.47991,                 1.1661,                0.70374,                 1.1614,             0.00015657,             0.00015657,             0.00015657
